0,1000010000100100100000100000100001000000100
1,1000100001000101000001000001000010000010000
2,0100010000100010010000100000100001000010000
3,1000010000100010100000100000100001000001000
4,0010100001000101000001000001000010000010000
5,0010010000100100100001000001000001000010000
6,0100010000100010010000100000100000100000010
7,0100010000100010010000100000100001000000100
8,1000010000100010100000100000100001000010000
9,0100010000100010010000100000100000100000100
10,0100010000100010010001000000100001000001000
11,1000010000100010100001000001000001000001000
12,1000010000100010100000100001000001000001000
13,0100010000100010010000100000100001000001000
14,0100010000100010100001000001000001000001000
15,1000010000100010010000100000100001000001000
16,0010100001000101000001000001000001000010000
17,0100010000100010100001000001000001000001000
18,1000100001000101000001000001000001000010000
19,1000010000100010100001000001000001000010000
20,1000100001000101000001000001000010000001000
21,0010100001000011000001000001000010000001000
22,0100010000100010001000010000100001000001000
23,0100010000100010010000100000100001000010000
24,0100000100100010001000010000010000100001000
25,0100010000100010001000100000100000100001000
26,0100010000100010001000100000100001000001000
27,1000010000100010001000100000100001000001000
28,1000000100100010001000100000100001000000100
29,1000010000100010010000100000100001000001000
30,1000010000100010001000100000100000100001000
31,0100000100010010000010001000100000100000100
32,1000000100010010000100010000010000100000100
33,0100000100010010000010000100010000100000100
34,0100000100010010000010001000010000100001000
35,1000010000100010100000100000100001000010000
36,0100010000100010000100010000010000100000100
37,0100010000100010100000100000100001000010000
38,0100010000100010010000100000100001000001000
39,1000100001000100100001000001000010000010000
40,0100010000100010100001000001000001000010000
41,0100010000100010010000100000100001000001000
42,0010100001001001000001000001000010000010000
43,0010100001000101000001000001000010000010000
44,0010100001000101000001000001000010000100000
45,0010100001000101000001000001000010000010000
46,1000010000100010100000100000100001000010000
47,0100010000100010100001000000100001000010000
48,0010100001000101000001000001000010000010000
49,0100010000100010010000100000100001000010000
50,0010010000100010100000100000100001000010000
51,1000010000100100100001000001000001000010000
52,1000010000100010100000100001000001000001000
53,0100010000100010100000100000100001000001000
54,1000010000100010100001000001000001000010000
55,0100010000100010010000100000100001000010000
56,1000010000100010100001000001000001000010000
57,1000010000100010100000100000100001000010000
58,0010100001000101000001000001000010000100000
59,0100010000100010100000100000100001000010000
60,1000010000100010100001000000100001000010000
61,1000010000100010010000100000100001000010000
62,0100010000100010010000100000100001000001000
63,1000010000100100100001000001000001000010000
64,1000010000100010100000100000100001000010000
65,1000010000100010100000100000100001000010000
66,0100010000100010001000100000100000100001000
67,0100010000100010000100010000100000100001000
68,0100010000100010100000100000100001000001000
69,0010100001000101000001000001000010000010000
70,1000010000100010010000100000100001000001000
71,0100010000100010100001000001000001000010000
72,0100010000100010000100010000100000100000010
73,1000010000100010001000010000100000100001000
74,0100000100100010001000010000100000100001000
75,0100000100100010001000010000100001000000100
76,1000010000100010001000100000100000100010000
77,0100000100100010001000100000100000100001000
78,0100010000100010010000100000100001000001000
79,0100000100100010001000010000100000100001000
80,0100010000100010001000100000100001000010000
81,1000000100010010000010010000100000010001000
82,0100010000100010001000100000100000100000100
83,1000010000100010000100010000100000010000010
84,1000010000100010001000100000100000100001000
85,0100010000100010000100100000100000100001000
86,1000000100100010001000010000100000100001000
87,1000010000100010010000100000100001000001000
88,0100010000100010100000100000100001000010000
89,0100010000100010001000100000100000100001000
90,1000010000100010010000100000100001000000100
91,1000010000100010010000100000100001000001000
92,1000010000100010001000010000100000100001000
93,0100000100100010000100010000010000100001000
94,1000000100010010000100010000010000100000100
95,1000000100010010000010010000010000100001000
96,1000010000100010010000100000100001000010000
97,1000010000100010100000100000100001000010000
98,1000010000100010100000100000100001000010000
99,0100010000100010100000100001000001000001000
100,0010100001000101000001000001000010000010000
101,1000010000100010010000100000100001000000100
102,1000010000100010010000100000100000100000100
103,1000010000100010010000100000100001000001000
104,1000000100100010001000010000100000100001000
105,0100010000100010010000100000100001000001000
106,0100010000100010010000100000100001000001000
107,0100010000100010010000100000100001000001000
108,0100010000100010010000100000100001000010000
109,0100010000100010100001000001000001000010000
110,1000010000100010100000100000100001000010000
111,1000010000100010100001000000100001000010000
112,0010010000100100100001000001000001000010000
113,1000010000100010100001000001000001000010000
114,0100010000100010010000100000100001000001000
115,0100010000100010100000100000100001000001000
116,0100010000100010010000100000100001000001000
117,1000010000100010100001000001000001000001000
118,0100010000100010010000100000100000100010000
119,1000010000100101000001000001000010000010000
120,0100010000100010100001000000100001000010000
121,0010100001000101000001000001000010000010000
122,0100010000100010010000100000100001000001000
123,1000100001000101000001000001000010000010000
124,0010100001000101000001000001000010000010000
125,0010100001000101000001000001000010000010000
126,0010100001000101000001000001000010000010000
127,0010100001000101000001000001000010000010000
128,1000000100010010000010001000100000010000100
129,1000000100010010000010001000100000001000100
130,1000010000100010000100010000100000100000100
131,0100010000100010100001000001000001000010000
132,0100100001000101000001000001000010000010000
133,0010100001000101000001000001000010000010000
134,0010100001000101000001000001000010000010000
135,0100010000100010100001000001000001000010000
136,0100100001000101000001000001000010000010000
137,1000100001000101000001000001000010000010000
138,0100010000100010100001000001000001000010000
139,1000100001000101000001000001000010000010000
140,0100010000100010010000100000100001000001000
141,0100010000100010010000100000100001000001000
142,1000000100010010000100010000010000100000100
143,1000010000100010010000100000100001000001000
144,1000010000100010100000100000100001000001000
145,0100010000100010100000100000100001000001000
146,1000010000100010100000100000100001000001000
147,0010100001000101000001000001000010000010000
148,0011000001000101000001000001000010000010000
149,0011000001000101000001000001000010000100000
150,1000010000100010001000010000100000100000100
151,0100000100010010001000010000100000100010000
152,0100000100010010000100010000010000100001000
153,0100000100100010001000100000100000100001000
154,0100010000100010001000100000100000100001000
155,1000010000100010010000100000100001000001000
156,0100010000100010001000100000100000100001000
157,1000000100100010000010010000100000010000100
158,0100010000100010001000100000100001000001000
159,0100010000100010001000100000100000100001000
160,1000000100100010001000010000100000100001000
161,0100000100100010000100010000100001000001000
162,1000000100100010000100010000100000100001000
163,0100000100010010000010001000010000001000100
164,0100000100010010000010010000100000001000100
165,1000000100010010000010000010010000001001000
166,0100000100010010000010001000010000001000010
167,0100000100010010000010001000010000010000010
168,1000000100010010000010000100010000001001000
169,0100000100010010000010010000010000010001000
170,1000000100010010000010001000001000010001000
171,0100010000100010010000100000100001000010000
172,1000010000100010001000010000100001000010000
173,0100010000100010010000100000100001000010000
174,0010100001001001000001000001000010000010000
175,0010100001000101000001000001000010000010000
176,0010100001000101000001000001000010000010000
177,0010100001000101000001000001000010000010000
178,0010100001001001000001000001000010000100000
179,1000010000100010001000100000100000100001000
180,1000010000100010001000100000100001000001000
181,1000000100010010000100010000100000010000010
182,0100010000100010001000010000100000100001000
183,0100000100100010001000010000100000100001000
184,0100000100010010000010001000010000100001000
185,1000000100100010000100010000100000100001000
186,0100000100100010001000100000010001000001000
187,0100000100010010000100010000010000100001000
188,0100000100100010001000010000010000100001000
189,0100010000100010001000100000100001000010000
190,1000000100100010001000010000100000100001000
191,1000000100100010001000010000100000100001000
192,1000010000100010001000100000100000100001000
193,0010100001000101000001000001000001000010000
194,0100010000100010010000010000100001000001000
195,1000010000100010010000100000100001000001000
196,0100010000100010010000100000100001000001000
197,1000000100010010000100010000100000100000100
198,1000010000100010001000010000100001000000100
199,1000010000100010001000100000100001000001000
200,0100010000100010100001000001000001000010000
201,1000010000100010010000100000100001000001000
202,0100010000100010010000100000100001000001000
203,0100010000100010010000100000100001000001000
204,1000010000100010100001000001000001000010000
205,0100010000100010100001000000100001000010000
206,0010010000100010100001000001000001000010000
207,0010010000100010100001000001000001000010000
208,0100010000100010010000100000100000100001000
209,0010100001000101000001000001000010000010000
210,0100010000100010010001000000100001000001000
211,1000100001000101000001000001000010000010000
212,0100010000100010100001000001000001000001000
213,1000010000100010010000100000100001000010000
214,0100010000100010010000100000100001000001000
215,1000010000100010010000100000100001000001000
216,1000010000100010100001000000100001000010000
217,0010010000100010100001000001000001000010000
218,1000010000100010100001000000100001000001000
219,0100010000100010100001000001000001000010000
220,0100010000100010100001000000100001000010000
221,0100010000100010100001000000100001000001000
222,0100010000100010100000100000100001000010000
223,0100010000100010100001000000100001000001000
224,0010010000100010100001000001000001000001000
225,0100010000100010100001000000100001000010000
226,0100100001000010100001000001000010000010000
227,0010100001000101000001000001000010000010000
228,0100010000100010001000010000100000100001000
229,0100010000100010010000100000100001000000100
230,1000010000100010010000100000100001000001000
231,1000010000100010001000100000100000100001000
232,1000000100010010000100010000100000100000010
233,0010100001000101000001000001000010000010000
234,0010010000100010100001000001000001000001000
235,0010100001000101000001000001000010000010000
236,00110000000011001000001000001000010000100000
237,0011000001001001000001000001000010000100000
238,00110000000011001000001000001000010000100000
239,0011000001001001000001000001000010000010000
240,1000010000100010001000100000100001000000100
241,0010100001000101000001000001000010000010000
242,0010100001000101000001000001000010000010000
243,0010100001000101000001000001000010000010000
244,0010100001000101000001000001000010000010000
245,0010100001000101000001000001000010000001000
246,0010100001000101000001000001000010000001000
247,0010100001000101000001000001000010000010000
248,0010100001000101000001000001000010000010000
249,0010100001000011000001000001000010000010000
250,0010100001000011000001000001000010000010000
251,1000010000100010001000010000100000100001000
252,0100010000100010001000010000100000100001000
253,0100010000100010001000010000100000100000100
254,1000000100100010000100010000100000100000100
255,1000010000100010001000100000100000100000100
256,1000010000100010001000100000100000100000100
257,1000010000100010010000100000100000100001000
258,0100000100010010000100001000100000100000100
259,0100010000100010001000010000100001000001000
260,0100010000100010001000100000100001000001000
261,0100010000100010010000100000100001000001000
262,1000010000100010010000100000100001000001000
263,0010100001000101000001000001000010000100000
264,1000100001000101000001000001000010000010000
265,0100010000100010010000100000100001000001000
266,1000010000100010010000100000100001000001000
267,1000100001000011000001000001000010000010000
268,1000010000100010010000100001000001000010000
269,0100010000100010100000100000100001000001000
270,0100000100010010000010010000100000010000010
271,1000010000010010001000010000100000100000100
272,1000000100100010000100100000100000100001000
273,1000000100010010000010010000010000100000100
274,1000000100010010000100010000100000100001000
275,1000000100010010000010001000010000010000010
276,0100000100010010000100010000100000100001000
277,1000000100010010000010010000010000010000100
278,1000000100010010000100010000010000100000010
279,0100010000100010010000100000100001000001000
280,0100010000100010010000100000100000100000100
281,0010100001000011000001000001000010000010000
282,0100010000100010100001000000100001000010000
283,1000010000100010010000100000100001000001000
284,1000010000100010001000100000100000100001000
285,0100010000100010010000100000100001000001000
286,1000010000100010010000100000100001000001000
287,0100010000100010010000100000100001000000100
288,1000010000100010100001000001000001000010000
289,0100010000100010010000100000100001000001000
290,1000010000100010001000100000100000100000100
291,0100010000010010000100010000100000100001000
292,1000000100100010001000010000100000100000100
293,0100010000100010001000100000100000100000100
294,1000000100100010001000100000100000100000001
295,0010100001000101000001000001000010000010000
296,0010100001000101000001000001000010000010000
297,0010100001000101000001000001000010000100000
298,1000010000100010100000100000100001000001000
299,1000100001000011000001000001000010000010000
300,0100010000100100100001000001000001000010000
301,0100010000100010010000100000100000100001000
302,1000100001000011000001000001000010000010000
303,1000100001000011000001000001000010000010000
304,0100010000100010100001000000100001000001000
305,0010100001000101000001000001000010000100000
306,0011000001001001000001000001000010000100000
307,1000000100010010000010010000010000010001000
308,1000010000100010010000100000100001000001000
309,1000010000100010001000100000100001000001000
310,0100000100100010000100010000010000100000010
311,1000010000100010001000010000100001000001000
312,1000010000100010000100010000010000100000100
313,0100000100100010000100100000100000100000010
314,1000000100100010000100010000100000100000010
315,0010010000100010100001000001000001000010000
316,0100000100010010000100010000100000100001000
317,1000010000100010100001000000100001000001000
