4080,0010010000100010010000100000100001000010000
4081,1000010000100010001000010000100001000001000
4082,0010010000100010001000010000100000100010000
4083,1000010000100010001000010000100000100001000
4084,0100010000100010001000010000100000100001000
4085,1000010000010010000100001000100000100001000
4086,1000010000100010010000100000100001000010000
4087,0010010000100010001000010000100001000001000
4088,1000000100100010001000010000100001000010000
4089,1000000100100010001000010000100001000010000
4090,1000000100100010000100010000100000100001000
4091,1000000100010010000100001000010000100001000
4092,0100000100100010000010001000010000100001000
4093,1000000100100010000100010000010000100001000
4094,1000000100010010000100001000100000100001000
4095,0100000100100010001000010000100000100001000
4096,0100000100010010000100001000010000100001000
4097,1000000100010010000100010000100000100010000
4098,0100000100100010000100010000010000100010000
4099,1000000100010010000100001000010000100010000
4100,0100000100010010000100001000010000100010000
4101,0100000100010010001000010000010000100001000
4102,1000000100010010000010001000010000100001000
4103,1000000100010010000010000100010000010001000
4104,0100000100010010000010000100010000100001000
4105,0100000100010010000010000100010000010010000
4106,0100000100010010000010001000010000100001000
4107,0010010000100010100001000001000010000010000
4108,0010010000100010100000100000100001000010000
4109,1000010000100010100000100000100001000010000
4110,1000010000100010000100010000100000100010000
4111,0010010000100010010000100000100001000010000
4112,0100010000100010000010001000010000100010000
4113,0010010000100010010000010000100001000010000
4114,0100010000100010001000010000100001000010000
4115,0100000100100010001000010000100001000001000
4116,1000000100100010000100001000100001000010000
4117,0100000100010010000100001000010000100010000
4118,1000000100010010000100010000100000100010000
4119,0010100001000101000001000001000010000100000
